Name,Last Name,Firstst Name,Fights,Strikes,Total Strike Accuracy,Take Down,Take Down Accuracy,Knock Down,pass,Reversal,Substitution
"Whitehead, Mike",Whitehead,Mike,1,37,44.60%,5,41.70%,0,3,0,0
"Wiezorek, Jonathan",Wiezorek,Jonathan,1,37,100.00%,1,25.00%,0,1,0,0
"Chiasson, Macy",Chiasson,Macy,2,37,57.80%,0,0.00%,1,2,0,1
"Hunter, Alex",Hunter,Alex,2,36,65.50%,2,33.30%,0,6,1,1
"Eilers, Justin",Eilers,Justin,4,35,43.20%,0,0.00%,1,0,0,0
"Suloev, Amar",Suloev,Amar,2,35,41.70%,1,100.00%,0,1,0,0
"Al-Turk, Mostapha",Al-Turk,Mostapha,3,34,20.70%,0,0.00%,0,0,0,0
"Lewis, John",Lewis,John,2,34,43.60%,1,100.00%,0,0,0,0
"Carino, Rafael",Carino,Rafael,1,33,68.80%,1,100.00%,0,3,0,0
"DeWees, Edwin",DeWees,Edwin,3,33,58.90%,2,100.00%,0,2,0,0
"Nakamura, Kazuhiro",Nakamura,Kazuhiro,2,33,49.30%,2,20.00%,0,1,0,0
"Roberts, Joey",Roberts,Joey,1,33,55.00%,1,50.00%,0,1,1,0
"Grant, Dwight",Grant,Dwight,1,33,35.50%,1,100.00%,0,0,0,0
"Farber, Brodie",Farber,Brodie,2,32,49.20%,1,50.00%,0,0,0,0
"Foupa-Pokam, Xavier",Foupa-Pokam,Xavier,2,32,51.60%,0,-,0,0,1,0
"Remedios, Leigh",Remedios,Leigh,1,32,76.20%,0,-,0,0,0,0
"Sasaki, Yuki",Sasaki,Yuki,1,32,44.40%,0,-,0,0,0,0
"Tadeu, Eugenio",Tadeu,Eugenio,1,32,64.00%,0,0.00%,0,0,0,0
"Gutierrez, Chris",Gutierrez,Chris,1,32,53.30%,0,0.00%,0,0,0,0
"Jordan, Joe",Jordan,Joe,1,31,34.80%,0,-,0,0,0,0
"Kerr, Mark",Kerr,Mark,4,31,70.50%,3,100.00%,1,5,0,2
"Sekulic, Stefan",Sekulic,Stefan,1,31,45.60%,1,20.00%,0,0,0,0
"Turner, Jalin",Turner,Jalin,1,31,53.40%,0,-,0,0,0,0
"Andrade, Alex",Andrade,Alex,1,30,66.70%,0,0.00%,1,0,0,0
"Anjo, Yoji",Anjo,Yoji,3,30,78.90%,0,0.00%,0,0,1,0
"Gholar, Darrel",Gholar,Darrel,1,30,50.80%,1,100.00%,0,2,0,0
"Hess, Jon",Hess,Jon,1,30,73.20%,0,-,0,0,0,0
"Hightower, Richie",Hightower,Richie,1,30,44.80%,1,100.00%,0,1,0,0
"Honma, Satoshi",Honma,Satoshi,1,30,75.00%,0,-,0,0,0,0
"Junk, Scott",Junk,Scott,1,30,71.40%,0,-,0,0,0,0
"Pointon, Ross",Pointon,Ross,2,30,23.60%,0,-,1,0,0,0
"Ruiz, Eddie",Ruiz,Eddie,1,30,69.80%,2,12.50%,0,0,2,0
"Terrell, David",Terrell,David,3,30,69.80%,3,50.00%,1,1,0,1
"Bermudez, Manny",Bermudez,Manny,3,30,62.50%,1,20.00%,1,5,2,2
"Kianzad, Pannie",Kianzad,Pannie,1,30,60.00%,0,0.00%,0,0,0,0
"Horenstein, Moti",Horenstein,Moti,2,29,85.30%,0,-,0,0,0,0
"James, Justin",James,Justin,1,28,53.80%,0,-,0,0,0,0
"Wallace, Crafton",Wallace,Crafton,2,28,56.00%,0,-,0,0,0,0
"Combs, Wes",Combs,Wes,2,27,55.10%,0,-,0,0,0,0
"Dodd, David",Dodd,David,2,27,55.10%,0,0.00%,0,0,0,0
"Minowa, Ikuhisa",Minowa,Ikuhisa,1,27,57.40%,3,37.50%,0,2,0,0
"Yano, Masutatsu",Yano,Masutatsu,1,27,44.30%,1,33.30%,0,0,0,0
"Rainey, Ricky",Rainey,Ricky,2,27,46.60%,0,0.00%,0,0,0,0
"Shahbazyan, Edmen",Shahbazyan,Edmen,1,27,62.80%,8,38.10%,0,3,0,0
"Berube, Allen",Berube,Allen,1,26,92.90%,2,100.00%,0,1,0,0
"Crane, Alberto",Crane,Alberto,2,26,50.00%,0,0.00%,1,3,2,0
"Cureton, Larry",Cureton,Larry,2,26,86.70%,0,-,0,0,1,0
"Moskowitz, Harry",Moskowitz,Harry,2,26,72.20%,1,100.00%,0,0,0,0
"Noble, Derrick",Noble,Derrick,1,26,49.10%,0,-,0,0,0,0
"Schilt, Semmy",Schilt,Semmy,2,26,65.00%,0,-,2,0,0,0
"Tan, Jason",Tan,Jason,2,26,57.80%,0,0.00%,0,0,0,0
"Cason, Dwayne",Cason,Dwayne,2,25,69.40%,1,100.00%,0,0,0,0
"Dantas, Alexandre",Dantas,Alexandre,2,25,42.40%,2,13.30%,0,4,1,0
"Hutcherson, Solomon",Hutcherson,Solomon,1,25,56.80%,1,100.00%,0,1,1,0
"Lee, David",Lee,David,2,25,64.10%,0,0.00%,0,0,0,0
"DeLucia, Jason",DeLucia,Jason,4,24,68.60%,2,50.00%,0,5,4,2
"Nakao, Jutaro",Nakao,Jutaro,2,24,60.00%,0,0.00%,1,0,0,0
"MacDonald, Rob",MacDonald,Rob,3,23,57.50%,4,80.00%,0,3,0,1
"Serra, Nick",Serra,Nick,1,23,74.20%,1,10.00%,0,1,0,0
"Slick, Joe",Slick,Joe,2,23,74.20%,1,50.00%,0,3,1,0
"Yoshida, Yoshiyuki",Yoshida,Yoshiyuki,5,23,41.80%,2,28.60%,0,5,2,2
"Roberts, Roosevelt",Roberts,Roosevelt,1,23,54.80%,0,-,0,0,0,1
"Baron, David",Baron,David,1,22,71.00%,0,0.00%,0,0,1,0
"Ray, Gideon",Ray,Gideon,3,22,41.50%,1,100.00%,0,0,0,0
"Gorgees, Alex",Gorgees,Alex,1,22,51.20%,0,-,0,0,0,0
"Aguiar, Marcelo",Aguiar,Marcelo,1,21,100.00%,0,-,0,0,0,0
"Judson, Steve",Judson,Steve,2,21,58.30%,0,0.00%,0,0,0,0
"Mitchell, Felix Lee",Mitchell,Felix Lee,3,21,95.50%,0,-,0,0,0,0
"Patino, Jorge",Patino,Jorge,1,21,23.30%,1,16.70%,0,1,0,0
"Moffett, Bobby",Moffett,Bobby,1,21,36.80%,1,100.00%,0,1,0,1
"Bowden, Tai",Bowden,Tai,2,20,100.00%,0,-,0,0,0,0
"Jhun, Ronald",Jhun,Ronald,1,20,69.00%,1,100.00%,0,0,0,0
"Kikuta, Sanae",Kikuta,Sanae,1,20,60.60%,2,100.00%,0,2,0,1
"Parker, Ryan",Parker,Ryan,1,20,95.20%,0,-,0,0,0,0
"Silveira, Marcus",Silveira,Marcus,2,20,71.40%,2,100.00%,0,0,0,0
"Vedepo, Joe",Vedepo,Joe,2,20,66.70%,1,25.00%,0,0,0,0
"Moret, Dan",Moret,Dan,1,20,34.50%,0,-,0,0,0,0
"Fishgold, Chris",Fishgold,Chris,1,20,26.70%,1,50.00%,0,0,0,0
"Moises, Thiago",Moises,Thiago,1,20,66.70%,0,0.00%,0,0,0,0
"Nelson, Kyle",Nelson,Kyle,1,20,40.00%,0,-,0,0,0,0
"Hartt, Dale",Hartt,Dale,3,19,42.20%,1,100.00%,0,1,0,0
"Ismail, Wallid",Ismail,Wallid,1,19,50.00%,1,10.00%,0,0,0,0
"Ruas, Rodrigo",Ruas,Rodrigo,1,19,45.20%,0,-,0,0,0,0
"Bobish, Dan",Bobish,Dan,2,18,58.10%,1,100.00%,0,1,0,1
"Fulton, Travis",Fulton,Travis,2,18,52.90%,0,0.00%,0,0,0,0
"Georgieff, Paul",Georgieff,Paul,1,18,50.00%,0,0.00%,0,0,0,0
"Yamamiya, Keiichiro",Yamamiya,Keiichiro,1,18,29.00%,0,-,0,0,0,0
"Cucciniello, Jay",Cucciniello,Jay,1,18,26.50%,0,0.00%,0,0,0,0
"Pavlovich, Sergei",Pavlovich,Sergei,1,18,48.60%,0,0.00%,0,0,0,0
"Alger, Royce",Alger,Royce,2,17,48.60%,2,22.20%,0,3,0,0
"Anderson, Lowell",Anderson,Lowell,1,17,41.50%,0,0.00%,0,0,0,0
"Braga, Ebenezer Fontes",Braga,Ebenezer Fontes,1,17,65.40%,1,100.00%,0,0,0,1
"Dullanty, Kelly",Dullanty,Kelly,1,17,81.00%,0,-,0,0,0,0
"Faircloth, Ron",Faircloth,Ron,1,17,81.00%,0,-,0,0,0,0
"Godsey, Jason",Godsey,Jason,2,17,53.10%,1,100.00%,0,0,0,0
"Mendes, Antonio",Mendes,Antonio,2,17,65.40%,1,50.00%,1,0,0,0
"Pederneiras, Andre",Pederneiras,Andre,1,17,65.40%,0,0.00%,0,0,0,0
"Crowder, Allen",Crowder,Allen,3,17,41.50%,0,-,0,0,0,0
"Frazier, Justin",Frazier,Justin,1,17,89.50%,0,-,0,0,0,0
"Alvarez, Sean",Alvarez,Sean,1,16,61.50%,0,0.00%,0,0,0,0
"Patt, Michael",Patt,Michael,2,16,31.40%,0,0.00%,0,0,0,0
"Rothaermel, Kristian",Rothaermel,Kristian,1,16,84.20%,0,0.00%,0,0,0,0
"Vitale, Falaniko",Vitale,Falaniko,2,16,42.10%,0,0.00%,0,3,0,0
"Wiet, Orlando",Wiet,Orlando,2,16,72.70%,0,-,0,0,0,0
"Rencountre, Chance",Rencountre,Chance,2,16,13.00%,0,0.00%,0,0,0,0
"Egan, Tom",Egan,Tom,1,15,93.80%,0,-,0,0,0,0
"Gurgel, Fabio",Gurgel,Fabio,1,15,93.80%,1,33.30%,0,1,0,0
"Holman, Rex",Holman,Rex,1,15,41.70%,0,0.00%,0,0,0,0
"Larenas, Icho",Larenas,Icho,1,15,51.70%,0,-,0,0,0,0
"Madigan, Ryan",Madigan,Ryan,1,15,75.00%,0,-,0,0,0,0
"Moura, Flavio Luiz",Moura,Flavio Luiz,1,15,83.30%,0,-,1,1,0,0
"Oishi, Koji",Oishi,Koji,2,15,38.50%,3,27.30%,0,2,0,0
"Price, Chris",Price,Chris,2,15,71.40%,0,-,0,0,1,0
"Smullen, Richie",Smullen,Richie,1,15,88.20%,2,66.70%,0,1,0,0
"Baker, Scott",Baker,Scott,1,14,60.90%,1,100.00%,0,3,2,0
"Frazier, Zane",Frazier,Zane,2,14,45.20%,0,-,0,0,0,0
"Giboo, James",Giboo,James,1,14,36.80%,0,0.00%,0,0,0,0
"Gordeau, Gerard",Gordeau,Gerard,3,14,63.60%,0,-,1,0,0,0
"Hamaker, Frank",Hamaker,Frank,1,14,93.30%,1,100.00%,0,4,1,1
"Latu, Sione",Latu,Sione,1,14,53.80%,1,100.00%,0,2,1,0
"Sakurai, Hayato",Sakurai,Hayato,1,14,63.60%,0,-,1,0,0,0
"Takase, Daiju",Takase,Daiju,3,14,40.00%,0,0.00%,0,0,0,0
"Barros, Alexandre",Barros,Alexandre,1,13,52.00%,1,50.00%,0,1,0,0
"Light, Zach",Light,Zach,1,13,81.30%,1,100.00%,0,0,0,0
"Nilson, Jack",Nilson,Jack,2,13,86.70%,0,-,0,3,0,0
"Roberts, Andre",Roberts,Andre,3,13,54.20%,0,-,1,0,0,0
"Walmsley, Cory",Walmsley,Cory,1,13,100.00%,0,-,0,0,0,0
"Wiuff, Travis",Wiuff,Travis,2,13,86.70%,2,40.00%,0,1,0,0
"Smith, Devonte",Smith,Devonte,1,13,68.40%,0,-,1,0,0,0
"Fairn, Jason",Fairn,Jason,1,12,80.00%,0,-,1,0,0,0
"Ichihara, Minoki",Ichihara,Minoki,1,12,75.00%,0,-,0,0,0,0
"Kolosci, John",Kolosci,John,1,12,52.20%,0,0.00%,0,0,0,0
"Liguori, Chris",Liguori,Chris,1,12,85.70%,0,-,0,0,0,0
"Macias, Anthony",Macias,Anthony,3,12,85.70%,0,0.00%,0,0,0,0
"McCarthy, Charles",McCarthy,Charles,3,12,26.70%,3,60.00%,0,3,0,1
"Melendez, Brandon",Melendez,Brandon,1,12,41.40%,0,-,0,1,2,0
"Moore, Homer",Moore,Homer,1,12,75.00%,2,66.70%,0,3,0,0
"Neto, Mario",Neto,Mario,1,12,54.50%,1,100.00%,0,1,0,0
"Primm, Shane",Primm,Shane,1,12,38.70%,1,20.00%,0,0,0,0
"Cope, Kit",Cope,Kit,1,11,57.90%,0,-,0,0,0,0
"Dorr, Houston",Dorr,Houston,1,11,73.30%,0,-,0,0,0,0
"Gilbert, Joey",Gilbert,Joey,1,11,73.30%,0,0.00%,0,0,0,0
"Hernandez, Noe",Hernandez,Noe,1,11,27.50%,1,100.00%,0,0,0,0
"Lober, John",Lober,John,1,11,61.10%,3,75.00%,0,3,0,0
"Markham, Rory",Markham,Rory,3,11,21.60%,0,-,1,0,0,0
"Stevenson, Maia",Stevenson,Maia,2,11,68.80%,1,100.00%,0,0,0,0
"Adams, Scott",Adams,Scott,1,10,90.90%,1,100.00%,0,0,0,1
"Agallar, Nick",Agallar,Nick,1,10,20.80%,0,0.00%,0,0,0,0
"Banuelos, Antonio",Banuelos,Antonio,1,10,7.40%,0,-,0,0,0,0
"Kunihara, Keigo",Kunihara,Keigo,1,10,50.00%,2,40.00%,0,1,0,0
"Pardo, Joe",Pardo,Joe,1,10,58.80%,0,0.00%,0,0,0,0
"Sincaid, Lodune",Sincaid,Lodune,1,10,29.40%,0,-,0,0,0,0
"Souza, Livinha",Souza,Livinha,2,10,55.60%,1,100.00%,0,2,0,1
"McCann, Molly",McCann,Molly,2,10,30.30%,0,-,0,0,0,0
"Walker, Johnny",Walker,Johnny,2,10,90.90%,0,-,1,0,0,0
"Berto, Dieusel",Berto,Dieusel,1,9,81.80%,0,0.00%,0,1,0,0
"Leon, Alberta Cerra",Leon,Alberta Cerra,1,9,81.80%,0,-,0,0,0,0
"Mello, Marcelo",Mello,Marcelo,1,9,60.00%,1,50.00%,0,3,0,0
"Stosic, Darko",Stosic,Darko,2,9,52.90%,0,-,0,0,0,0
"Campetella, John",Campetella,John,1,8,80.00%,0,0.00%,0,0,0,0
"Creighton, Paul",Creighton,Paul,1,8,80.00%,3,37.50%,0,0,0,0
"Gannon, Sean",Gannon,Sean,1,8,66.70%,0,-,0,0,0,0
"Schall, Kerry",Schall,Kerry,1,8,11.80%,0,-,0,0,0,0
"Vigneault, Steve",Vigneault,Steve,1,8,53.30%,0,0.00%,0,0,0,0
"Wain, Neil",Wain,Neil,1,8,66.70%,0,-,0,0,0,0
"Wolff, Brandon",Wolff,Brandon,2,8,66.70%,0,0.00%,0,0,0,0
"Ettish, Fred",Ettish,Fred,1,7,63.60%,0,-,0,0,0,0
"Geraghty, Brian",Geraghty,Brian,1,7,70.00%,0,-,0,0,0,0
"Levens, Justin",Levens,Justin,2,7,46.70%,0,0.00%,0,0,0,0
"Lynch, Stevie",Lynch,Stevie,1,7,25.00%,0,-,0,0,0,0
"Mitichyan, Roman",Mitichyan,Roman,2,7,41.20%,1,100.00%,0,0,1,1
"Verdicia, Ernie",Verdicia,Ernie,1,7,63.60%,0,-,0,0,0,0
"Vendramini, Luigi",Vendramini,Luigi,1,7,33.30%,0,0.00%,0,1,0,0
"Anderson, Andy",Anderson,Andy,1,6,100.00%,0,0.00%,0,0,1,0
"Gilliam, Jason",Gilliam,Jason,2,6,50.00%,0,-,0,0,1,0
"Hendricks, Josh",Hendricks,Josh,1,6,60.00%,0,-,0,0,0,0
"Johns, Phil",Johns,Phil,1,6,85.70%,0,0.00%,0,0,0,0
"Petarra, Tony",Petarra,Tony,1,6,85.70%,0,0.00%,0,0,0,0
"Yarbrough, Cale",Yarbrough,Cale,1,6,27.30%,0,-,0,0,0,0
"Edwards, Te",Edwards,Te,2,6,37.50%,1,100.00%,0,0,0,0
"Mokhtarian, Suman",Mokhtarian,Suman,1,6,60.00%,0,-,0,0,0,0
"Andersen, Matt",Andersen,Matt,1,5,100.00%,0,-,0,0,0,0
"Chappell, Donnie",Chappell,Donnie,1,5,62.50%,0,-,0,0,0,0
"Davis, Rick",Davis,Rick,1,5,50.00%,0,-,0,0,0,0
"Fiedler, Scott",Fiedler,Scott,1,5,71.40%,0,-,0,1,0,0
"Morris, Brad",Morris,Brad,2,5,62.50%,0,0.00%,0,0,0,0
"Reinhardt, Jason",Reinhardt,Jason,3,5,41.70%,1,12.50%,0,1,0,0
"Roque, Joao",Roque,Joao,1,5,8.50%,1,5.60%,0,0,0,0
"Speer, Tommy",Speer,Tommy,2,5,33.30%,0,0.00%,0,0,0,0
"Valencia, Charlie",Valencia,Charlie,1,5,50.00%,0,-,0,0,0,0
"Adkins, Sam",Adkins,Sam,4,4,44.40%,0,-,0,0,0,0
"Chalangov, Ansar",Chalangov,Ansar,2,4,66.70%,0,0.00%,0,1,1,0
"Cox, Jeff",Cox,Jeff,2,4,40.00%,1,50.00%,0,0,0,0
"Mullen, Jim",Mullen,Jim,1,4,57.10%,0,-,0,0,0,0
"Newton, Jeff",Newton,Jeff,1,4,33.30%,0,-,0,0,0,0
"Polakowski, John",Polakowski,John,1,4,14.30%,0,-,0,0,0,0
"Serati, Ivan",Serati,Ivan,1,4,30.80%,0,0.00%,0,0,0,0
"Son, Joe",Son,Joe,1,4,100.00%,1,100.00%,0,1,0,0
"Wang, Andy",Wang,Andy,1,4,36.40%,0,0.00%,0,0,0,0
"Yarborough, Emmanuel",Yarborough,Emmanuel,1,4,44.40%,0,0.00%,0,0,0,0
"Batista, Michel",Batista,Michel,1,4,40.00%,1,50.00%,0,0,0,0
"Bruchez, Jules",Bruchez,Jules,1,3,75.00%,0,-,0,0,0,0
"Ciesnolevicz, Mike",Ciesnolevicz,Mike,2,3,50.00%,0,0.00%,0,0,0,1
"Evensen, Dan",Evensen,Dan,2,3,15.00%,0,0.00%,0,0,0,0
"Gassaway, Brian",Gassaway,Brian,1,3,50.00%,0,-,0,0,0,0
"Inoue, Enson",Inoue,Enson,1,3,100.00%,0,-,0,0,0,1
"Payne, Roland",Payne,Roland,1,3,75.00%,1,50.00%,0,1,0,0
"Sanford, Chris",Sanford,Chris,1,3,75.00%,0,-,0,0,0,0
"Sword, Floyd",Sword,Floyd,1,3,42.90%,0,-,0,0,0,0
"Thacker, Jason",Thacker,Jason,1,3,60.00%,0,-,0,0,0,0
"Cachoeira, Priscila",Cachoeira,Priscila,2,3,23.10%,0,-,0,0,0,0
"Bossett, Marcus",Bossett,Marcus,3,2,66.70%,0,-,0,0,0,0
"Charles, Joe",Charles,Joe,4,2,66.70%,0,-,0,0,1,2
"Downey, Derek",Downey,Derek,1,2,100.00%,1,16.70%,0,0,0,0
"Fulton, Sam",Fulton,Sam,2,2,100.00%,0,-,0,0,0,0
"Grove, Neil",Grove,Neil,1,2,33.30%,0,-,0,1,0,0
"Hood, David",Hood,David,1,2,66.70%,0,-,0,0,0,0
"Lucarelli, Robert",Lucarelli,Robert,1,2,33.30%,1,100.00%,0,0,0,0
"Mahood, Bill",Mahood,Bill,1,2,100.00%,0,-,0,0,0,0
"McKenzie, Tim",McKenzie,Tim,1,2,40.00%,0,-,0,0,0,0
"Midoux, Kristof",Midoux,Kristof,1,2,18.20%,0,-,0,0,0,0
"Moncayo, Rudyard",Moncayo,Rudyard,1,2,100.00%,0,0.00%,0,0,0,0
"Morris, Scott",Morris,Scott,2,2,100.00%,1,50.00%,0,1,0,1
"Murray, Lee",Murray,Lee,1,2,50.00%,0,-,0,0,0,1
"Rafferty, Josh",Rafferty,Josh,1,2,50.00%,0,0.00%,0,0,0,0
"Rodriguez, Paul",Rodriguez,Paul,1,2,100.00%,0,0.00%,0,0,0,0
"Sakuraba, Kazushi",Sakuraba,Kazushi,2,2,40.00%,1,50.00%,0,1,0,1
"Wizard, Ray",Wizard,Ray,1,2,100.00%,0,-,0,0,0,0
"Bessac, Scott",Bessac,Scott,2,1,20.00%,0,-,0,0,0,1
"Butler, Todd",Butler,Todd,1,1,25.00%,0,-,0,0,0,0
"Condo, Chris",Condo,Chris,1,1,33.30%,0,-,0,0,0,0
"Daugherty, Sean",Daugherty,Sean,1,1,20.00%,0,-,0,0,0,0
"Duarte, Hugo",Duarte,Hugo,1,1,100.00%,1,33.30%,0,1,0,0
"Graham, Steven",Graham,Steven,2,1,100.00%,1,100.00%,0,2,0,1
"Hosseini, Saeed",Hosseini,Saeed,1,1,20.00%,0,-,0,0,0,0
"Jenkins, Trent",Jenkins,Trent,2,1,14.30%,0,-,0,0,0,0
"Kitao, Koji",Kitao,Koji,1,1,50.00%,1,100.00%,0,1,0,0
"Paixao, Fredson",Paixao,Fredson,1,1,100.00%,0,-,0,0,0,0
"Pierini, Joao",Pierini,Joao,1,1,14.30%,0,-,0,0,0,0
"Ramirez, Thomas",Ramirez,Thomas,1,1,50.00%,0,-,0,0,0,0
"Robinson, Mark",Robinson,Mark,1,1,50.00%,0,-,0,0,0,0
"Schoenauer, Alex",Schoenauer,Alex,1,1,25.00%,0,-,0,0,0,0
"Stepanov, Dmitri",Stepanov,Dmitri,1,1,100.00%,0,-,0,0,0,0
"Traven, Roberto",Traven,Roberto,2,1,50.00%,0,-,0,0,0,0
"Yandiev, Adam",Yandiev,Adam,1,1,8.30%,0,-,0,0,0,0
"Albritton, Wes",Albritton,Wes,1,0,-,0,-,0,0,0,0
"Berry, Dave",Berry,Dave,1,0,-,0,-,0,0,0,0
"Brink, Aaron",Brink,Aaron,1,0,0.00%,0,0.00%,0,0,0,0
"Cancio, Asbel",Cancio,Asbel,1,0,-,0,-,0,0,0,0
"Caracci, Frank",Caracci,Frank,1,0,0.00%,0,0.00%,0,0,0,0
"Dowdy, John",Dowdy,John,1,0,-,0,-,0,0,0,0
"Gilstrap, Bob",Gilstrap,Bob,1,0,0.00%,0,-,0,0,0,0
"Gipson, He-Man",Gipson,He-Man,1,0,-,0,-,0,0,0,0
"Halme, Tony",Halme,Tony,1,0,-,0,-,0,0,0,0
"Harris, Gerry",Harris,Gerry,1,0,0.00%,0,-,0,0,0,0
"Herrera, Paul",Herrera,Paul,1,0,-,0,0.00%,0,0,0,0
"Jimmerson, Art",Jimmerson,Art,1,0,-,0,-,0,0,0,0
"Lee, Jackie",Lee,Jackie,1,0,-,0,-,0,0,0,0
"Lee, James",Lee,James,1,0,0.00%,2,50.00%,0,0,0,0
"Luster, Thaddeus",Luster,Thaddeus,1,0,-,0,0.00%,0,0,0,0
"Martin, Justin",Martin,Justin,1,0,-,0,-,0,0,0,1
"Martin, Eric",Martin,Eric,1,0,-,0,-,0,0,0,0
"Martinez, Rainy",Martinez,Rainy,1,0,-,0,-,0,0,0,0
"Matua, John",Matua,John,1,0,-,0,-,0,0,0,0
"Maturi, Francesco",Maturi,Francesco,1,0,-,0,-,0,0,0,0
"McGlaughlin, Jack",McGlaughlin,Jack,1,0,-,0,-,0,0,0,0
"Mielke, Keith",Mielke,Keith,1,0,-,0,-,0,0,0,0
"Miles, Billy",Miles,Billy,1,0,0.00%,0,0.00%,0,0,0,0
"Nasri, Reza",Nasri,Reza,1,0,-,0,0.00%,0,0,0,0
"Palhares, Tulio",Palhares,Tulio,1,0,-,0,-,0,0,0,0
"Parungao, Onassis",Parungao,Onassis,1,0,-,0,-,0,0,0,0
"Price, Dorian",Price,Dorian,1,0,0.00%,0,-,0,0,0,0
"Roberts, David",Roberts,David,1,0,0.00%,0,-,0,0,0,0
"Roberts, Ryan",Roberts,Ryan,1,0,0.00%,0,-,0,0,0,0
"Sanchez, Julian",Sanchez,Julian,1,0,-,0,-,0,0,0,0
"Sanders, Jesse",Sanders,Jesse,1,0,0.00%,0,-,0,0,0,0
"Santos, Adriano",Santos,Adriano,1,0,-,0,-,0,0,0,0
"Santos, Paulo",Santos,Paulo,1,0,-,0,-,0,0,0,0
"Sanzo, Nick",Sanzo,Nick,2,0,-,0,0.00%,0,0,0,0
"Schroeder, Nate",Schroeder,Nate,1,0,-,0,-,0,0,0,0
"Serrano, Adrian",Serrano,Adrian,1,0,-,0,-,0,0,0,0
"Stott, Greg",Stott,Greg,1,0,0.00%,0,-,0,0,0,0
"Strebendt, Gerald",Strebendt,Gerald,1,0,-,0,-,0,0,0,0
"Sutton, Joel",Sutton,Joel,2,0,-,0,-,0,0,0,0
"Tuli, Teila",Tuli,Teila,1,0,0.00%,0,0.00%,0,0,0,0
"Turner, Courtney",Turner,Courtney,1,0,-,0,-,0,0,0,0
"van Clief, Ron",van Clief,Ron,1,0,0.00%,0,-,0,0,0,0
"Veres, Joe",Veres,Joe,2,0,0.00%,0,0.00%,0,0,0,0
"Zinoviev, Igor",Zinoviev,Igor,1,0,0.00%,0,-,0,0,0,0
"Menifield, Alonzo",Menifield,Alonzo,1,0,-,0,-,0,0,0,0
"Lipski, Ariane",Lipski,Ariane,1,0,-,0,-,0,0,0,0
"Askren, Ben",Askren,Ben,1,0,-,0,-,0,0,0,0
"Castro, Vinicius",Castro,Vinicius,1,0,-,0,-,0,0,0,0
"Hernandez, Anthony",Hernandez,Anthony,1,0,-,0,-,0,0,0,0
"Bontorin, Rogerio",Bontorin,Rogerio,1,0,-,0,-,0,0,0,0
"Santos, Taila",Santos,Taila,1,0,-,0,-,0,0,0,0
"Frota, Sarah",Frota,Sarah,1,0,-,0,-,0,0,0,0
"Hardy, Greg",Hardy,Greg,1,0,-,0,-,0,0,0,0
"Paiva, Raulian",Paiva,Raulian,1,0,-,0,-,0,0,0,0
"Gracie, Kron",Gracie,Kron,1,0,-,0,-,0,0,0,0